Country Name,Country Code,Indicator Name,PopulationDepedency,Year
Guam,GUM,Age dependency ratio (% of working-age population),56.32385077,2004
Guyana,GUY,Age dependency ratio (% of working-age population),69.31059927,2004
High income,HIC,Age dependency ratio (% of working-age population),48.76257841,2004
"Hong Kong SAR, China",HKG,Age dependency ratio (% of working-age population),36.80137473,2004
Honduras,HND,Age dependency ratio (% of working-age population),81.43906045,2004
Heavily indebted poor countries (HIPC),HPC,Age dependency ratio (% of working-age population),93.41548327,2004
Croatia,HRV,Age dependency ratio (% of working-age population),49.33702784,2004
Haiti,HTI,Age dependency ratio (% of working-age population),74.87241311,2004
Hungary,HUN,Age dependency ratio (% of working-age population),45.53205619,2004
IBRD only,IBD,Age dependency ratio (% of working-age population),51.75021698,2004
IDA & IBRD total,IBT,Age dependency ratio (% of working-age population),58.84448623,2004
IDA total,IDA,Age dependency ratio (% of working-age population),83.7915201,2004
IDA blend,IDB,Age dependency ratio (% of working-age population),82.11068504,2004
Indonesia,IDN,Age dependency ratio (% of working-age population),53.41561743,2004
IDA only,IDX,Age dependency ratio (% of working-age population),84.63298097,2004
Isle of Man,IMN,Age dependency ratio (% of working-age population),0.0,2004
India,IND,Age dependency ratio (% of working-age population),60.83920225,2004
Not classified,INX,Age dependency ratio (% of working-age population),0.0,2004
Ireland,IRL,Age dependency ratio (% of working-age population),44.4518105,2004
"Iran, Islamic Rep.",IRN,Age dependency ratio (% of working-age population),48.70242236,2004
Iraq,IRQ,Age dependency ratio (% of working-age population),83.91685626,2004
Iceland,ISL,Age dependency ratio (% of working-age population),51.87586774,2004
Israel,ISR,Age dependency ratio (% of working-age population),60.99819353,2004
Italy,ITA,Age dependency ratio (% of working-age population),50.64802178,2004
Jamaica,JAM,Age dependency ratio (% of working-age population),62.48328967,2004
Jordan,JOR,Age dependency ratio (% of working-age population),71.66982612,2004
Japan,JPN,Age dependency ratio (% of working-age population),49.42186436,2004
Kazakhstan,KAZ,Age dependency ratio (% of working-age population),48.45540153,2004
Kenya,KEN,Age dependency ratio (% of working-age population),86.38070166,2004
Kyrgyz Republic,KGZ,Age dependency ratio (% of working-age population),60.01727849,2004
Cambodia,KHM,Age dependency ratio (% of working-age population),69.91713817,2004
Kiribati,KIR,Age dependency ratio (% of working-age population),69.06981523,2004
St. Kitts and Nevis,KNA,Age dependency ratio (% of working-age population),0.0,2004
"Korea, Rep.",KOR,Age dependency ratio (% of working-age population),38.43875808,2004
Kuwait,KWT,Age dependency ratio (% of working-age population),39.53201408,2004
Latin America & Caribbean (excluding high income),LAC,Age dependency ratio (% of working-age population),58.20612297,2004
Lao PDR,LAO,Age dependency ratio (% of working-age population),80.78858345,2004
Lebanon,LBN,Age dependency ratio (% of working-age population),58.13154393,2004
Liberia,LBR,Age dependency ratio (% of working-age population),85.99917074,2004
Libya,LBY,Age dependency ratio (% of working-age population),53.19845636,2004
St. Lucia,LCA,Age dependency ratio (% of working-age population),56.16374901,2004
Latin America & Caribbean,LCN,Age dependency ratio (% of working-age population),57.92035336,2004
Least developed countries: UN classification,LDC,Age dependency ratio (% of working-age population),85.74115051,2004
Low income,LIC,Age dependency ratio (% of working-age population),93.23223209,2004
Liechtenstein,LIE,Age dependency ratio (% of working-age population),0.0,2004
Sri Lanka,LKA,Age dependency ratio (% of working-age population),48.02454041,2004
Lower middle income,LMC,Age dependency ratio (% of working-age population),64.72096407,2004
Low & middle income,LMY,Age dependency ratio (% of working-age population),58.93418733,2004
Lesotho,LSO,Age dependency ratio (% of working-age population),72.76428331,2004
Late-demographic dividend,LTE,Age dependency ratio (% of working-age population),43.17439935,2004
Lithuania,LTU,Age dependency ratio (% of working-age population),49.21167439,2004
Luxembourg,LUX,Age dependency ratio (% of working-age population),49.52442814,2004
Latvia,LVA,Age dependency ratio (% of working-age population),46.63366561,2004
"Macao SAR, China",MAC,Age dependency ratio (% of working-age population),33.90499446,2004
St. Martin (French part),MAF,Age dependency ratio (% of working-age population),0.0,2004
Morocco,MAR,Age dependency ratio (% of working-age population),58.5332472,2004
Monaco,MCO,Age dependency ratio (% of working-age population),0.0,2004
Moldova,MDA,Age dependency ratio (% of working-age population),41.46648587,2004
Madagascar,MDG,Age dependency ratio (% of working-age population),91.61432152,2004
Maldives,MDV,Age dependency ratio (% of working-age population),59.69678313,2004
Middle East & North Africa,MEA,Age dependency ratio (% of working-age population),62.25989374,2004
Mexico,MEX,Age dependency ratio (% of working-age population),60.75782871,2004
Marshall Islands,MHL,Age dependency ratio (% of working-age population),0.0,2004
Middle income,MIC,Age dependency ratio (% of working-age population),55.87468405,2004
North Macedonia,MKD,Age dependency ratio (% of working-age population),46.06419729,2004
Mali,MLI,Age dependency ratio (% of working-age population),99.32928833,2004
Malta,MLT,Age dependency ratio (% of working-age population),45.66069652,2004
Myanmar,MMR,Age dependency ratio (% of working-age population),56.34807553,2004
Middle East & North Africa (excluding high income),MNA,Age dependency ratio (% of working-age population),63.31094482,2004
Montenegro,MNE,Age dependency ratio (% of working-age population),49.87318203,2004
Mongolia,MNG,Age dependency ratio (% of working-age population),50.71903246,2004
Northern Mariana Islands,MNP,Age dependency ratio (% of working-age population),0.0,2004
Mozambique,MOZ,Age dependency ratio (% of working-age population),93.56554725,2004
Mauritania,MRT,Age dependency ratio (% of working-age population),84.1602831,2004
Mauritius,MUS,Age dependency ratio (% of working-age population),46.12412981,2004
Malawi,MWI,Age dependency ratio (% of working-age population),97.2527121,2004
Malaysia,MYS,Age dependency ratio (% of working-age population),54.81027226,2004
North America,NAC,Age dependency ratio (% of working-age population),49.59172466,2004
Namibia,NAM,Age dependency ratio (% of working-age population),77.32023635,2004
New Caledonia,NCL,Age dependency ratio (% of working-age population),52.45426372,2004
Niger,NER,Age dependency ratio (% of working-age population),106.1684121,2004
Nigeria,NGA,Age dependency ratio (% of working-age population),86.70339574,2004
Nicaragua,NIC,Age dependency ratio (% of working-age population),69.32161585,2004
Netherlands,NLD,Age dependency ratio (% of working-age population),47.93834371,2004
Norway,NOR,Age dependency ratio (% of working-age population),52.85603722,2004
Nepal,NPL,Age dependency ratio (% of working-age population),78.08171011,2004
Nauru,NRU,Age dependency ratio (% of working-age population),0.0,2004
New Zealand,NZL,Age dependency ratio (% of working-age population),51.03457297,2004
OECD members,OED,Age dependency ratio (% of working-age population),50.54548927,2004
Oman,OMN,Age dependency ratio (% of working-age population),56.44828938,2004
Other small states,OSS,Age dependency ratio (% of working-age population),68.5376861,2004
Pakistan,PAK,Age dependency ratio (% of working-age population),80.22214975,2004
Panama,PAN,Age dependency ratio (% of working-age population),57.93082427,2004
Peru,PER,Age dependency ratio (% of working-age population),60.90666412,2004
Philippines,PHL,Age dependency ratio (% of working-age population),69.0272916,2004
Palau,PLW,Age dependency ratio (% of working-age population),0.0,2004
Papua New Guinea,PNG,Age dependency ratio (% of working-age population),73.83554003,2004
Poland,POL,Age dependency ratio (% of working-age population),42.98751467,2004
Pre-demographic dividend,PRE,Age dependency ratio (% of working-age population),92.18805368,2004
Puerto Rico,PRI,Age dependency ratio (% of working-age population),52.85110143,2004
"Korea, Dem. People's Rep.",PRK,Age dependency ratio (% of working-age population),47.40092547,2004
Portugal,PRT,Age dependency ratio (% of working-age population),48.30933743,2004
Paraguay,PRY,Age dependency ratio (% of working-age population),68.79737208,2004
West Bank and Gaza,PSE,Age dependency ratio (% of working-age population),94.40590649,2004
Pacific island small states,PSS,Age dependency ratio (% of working-age population),68.18910787,2004
Post-demographic dividend,PST,Age dependency ratio (% of working-age population),48.57951049,2004
French Polynesia,PYF,Age dependency ratio (% of working-age population),50.71118228,2004
Qatar,QAT,Age dependency ratio (% of working-age population),30.7958886,2004
Romania,ROU,Age dependency ratio (% of working-age population),45.35668301,2004
Russian Federation,RUS,Age dependency ratio (% of working-age population),41.66325834,2004
Rwanda,RWA,Age dependency ratio (% of working-age population),84.13103494,2004
South Asia,SAS,Age dependency ratio (% of working-age population),63.98996197,2004
Saudi Arabia,SAU,Age dependency ratio (% of working-age population),60.41537698,2004
Sudan,SDN,Age dependency ratio (% of working-age population),87.65011714,2004
Senegal,SEN,Age dependency ratio (% of working-age population),89.20523582,2004
Singapore,SGP,Age dependency ratio (% of working-age population),32.92346092,2004
Solomon Islands,SLB,Age dependency ratio (% of working-age population),80.01656682,2004
Sierra Leone,SLE,Age dependency ratio (% of working-age population),89.07218152,2004
El Salvador,SLV,Age dependency ratio (% of working-age population),70.56664892,2004
San Marino,SMR,Age dependency ratio (% of working-age population),0.0,2004
Somalia,SOM,Age dependency ratio (% of working-age population),102.1194482,2004
Serbia,SRB,Age dependency ratio (% of working-age population),50.22125114,2004
Sub-Saharan Africa (excluding high income),SSA,Age dependency ratio (% of working-age population),89.56327915,2004
South Sudan,SSD,Age dependency ratio (% of working-age population),90.86799796,2004
Sub-Saharan Africa,SSF,Age dependency ratio (% of working-age population),89.55871019,2004
Small states,SST,Age dependency ratio (% of working-age population),66.28277055,2004
Sao Tome and Principe,STP,Age dependency ratio (% of working-age population),89.6617237,2004
Suriname,SUR,Age dependency ratio (% of working-age population),59.90101736,2004
Slovak Republic,SVK,Age dependency ratio (% of working-age population),40.6584683,2004
Slovenia,SVN,Age dependency ratio (% of working-age population),41.7442458,2004
Sweden,SWE,Age dependency ratio (% of working-age population),53.54967652,2004
Eswatini,SWZ,Age dependency ratio (% of working-age population),81.19569842,2004
Sint Maarten (Dutch part),SXM,Age dependency ratio (% of working-age population),0.0,2004
Seychelles,SYC,Age dependency ratio (% of working-age population),48.62502703,2004
Syrian Arab Republic,SYR,Age dependency ratio (% of working-age population),75.06495279,2004
Turks and Caicos Islands,TCA,Age dependency ratio (% of working-age population),0.0,2004
Chad,TCD,Age dependency ratio (% of working-age population),108.0547483,2004
East Asia & Pacific (IDA & IBRD countries),TEA,Age dependency ratio (% of working-age population),44.60331713,2004
